Train Name,Date,Station Name,Scheduled Arrival Time,Actual Arrival Time,Scheduled Departure Time,Actual Departure Time,Distance Between Stations (km),Average Speed (km/h),Weather Condition,Temperature (C),Rainfall (mm),Visibility (km),Traffic Congestion,Platform Number,Cause of Delay (if any)
New Delhi Rajdhani Express (12302),2014-04-13,Dhanbad Jn,03:00,03:04,03:05,03:09,199,115.9,High Wind,40.3,N/A,N/A,None,5,None
New Delhi Rajdhani Express (12302),2014-04-13,Howrah Jn,09:55,09:58,None,None,259,38.0,High Wind,40.3,N/A,N/A,Low,5,None
New Delhi Rajdhani Express (12302),2014-04-14,New Delhi,None,None,16:55,16:55,N/A,N/A,Cloudy,34.2,N/A,N/A,None,1,None
New Delhi Rajdhani Express (12302),2014-04-14,Kanpur Central,21:00,21:00,21:05,21:05,439,107.5,Cloudy,34.2,N/A,N/A,None,1,None
New Delhi Rajdhani Express (12302),2014-04-14,Pt Deen Dayal Upadhyaya Jn,23:35,23:36,23:45,23:46,347,130,Cloudy,34.2,N/A,N/A,None,4,None
New Delhi Rajdhani Express (12302),2014-04-14,Gaya Jn,01:15,01:18,01:20,01:23,203,130,Cloudy,34.2,N/A,N/A,None,2,None
New Delhi Rajdhani Express (12302),2014-04-14,Dhanbad Jn,03:00,03:03,03:05,03:08,199,119.4,Cloudy,34.2,N/A,N/A,None,3,None
New Delhi Rajdhani Express (12302),2014-04-14,Howrah Jn,09:55,09:56,None,None,259,38.1,Cloudy,34.2,N/A,N/A,None,4,None
New Delhi Rajdhani Express (12302),2014-04-15,New Delhi,None,None,16:55,16:55,N/A,N/A,Thunderstorm,38.9,37.6,N/A,None,4,None
New Delhi Rajdhani Express (12302),2014-04-15,Kanpur Central,21:00,21:20,21:05,21:25,439,99.4,Thunderstorm,38.9,37.6,N/A,Low,5,Late start from originating station
New Delhi Rajdhani Express (12302),2014-04-15,Pt Deen Dayal Upadhyaya Jn,23:35,23:53,23:45,00:03,347,130,Thunderstorm,38.9,37.6,N/A,Low,1,Late start from originating station
New Delhi Rajdhani Express (12302),2014-04-15,Gaya Jn,01:15,01:35,01:20,01:40,203,130,Thunderstorm,38.9,37.6,N/A,Low,4,Late start from originating station
New Delhi Rajdhani Express (12302),2014-04-15,Dhanbad Jn,03:00,03:20,03:05,03:25,199,119.4,Thunderstorm,38.9,37.6,N/A,Low,1,Late start from originating station
New Delhi Rajdhani Express (12302),2014-04-15,Howrah Jn,09:55,10:13,None,None,259,38.1,Thunderstorm,38.9,37.6,N/A,Low,2,Late start from originating station
New Delhi Rajdhani Express (12302),2014-04-16,New Delhi,None,None,16:55,16:56,N/A,N/A,Clear,29.8,N/A,N/A,None,3,None
New Delhi Rajdhani Express (12302),2014-04-16,Kanpur Central,21:00,21:01,21:05,21:06,439,107.5,Clear,29.8,N/A,N/A,None,1,None
New Delhi Rajdhani Express (12302),2014-04-16,Pt Deen Dayal Upadhyaya Jn,23:35,23:35,23:45,23:45,347,130,Clear,29.8,N/A,N/A,None,2,None
New Delhi Rajdhani Express (12302),2014-04-16,Gaya Jn,01:15,01:15,01:20,01:20,203,130,Clear,29.8,N/A,N/A,Low,1,None
New Delhi Rajdhani Express (12302),2014-04-16,Dhanbad Jn,03:00,03:02,03:05,03:07,199,117.1,Clear,29.8,N/A,N/A,None,2,None
New Delhi Rajdhani Express (12302),2014-04-16,Howrah Jn,09:55,09:57,None,None,259,37.9,Clear,29.8,N/A,N/A,None,2,None
New Delhi Rajdhani Express (12302),2014-04-17,New Delhi,None,None,16:55,16:58,N/A,N/A,Heatwave,45.8,N/A,N/A,None,1,None
New Delhi Rajdhani Express (12302),2014-04-17,Kanpur Central,21:00,21:01,21:05,21:06,439,108.4,Heatwave,45.8,N/A,N/A,None,4,None
New Delhi Rajdhani Express (12302),2014-04-17,Pt Deen Dayal Upadhyaya Jn,23:35,23:35,23:45,23:45,347,130,Heatwave,45.8,N/A,N/A,None,1,None
New Delhi Rajdhani Express (12302),2014-04-17,Gaya Jn,01:15,01:15,01:20,01:20,203,130,Heatwave,45.8,N/A,N/A,None,5,None
New Delhi Rajdhani Express (12302),2014-04-17,Dhanbad Jn,03:00,03:01,03:05,03:06,199,118.2,Heatwave,45.8,N/A,N/A,None,5,None
New Delhi Rajdhani Express (12302),2014-04-17,Howrah Jn,09:55,10:15,None,None,259,36.2,Heatwave,45.8,N/A,N/A,Low,3,Speed restriction due to extreme heat (45.8°C) - rail buckling risk
New Delhi Rajdhani Express (12302),2014-04-18,New Delhi,None,None,16:55,16:57,N/A,N/A,Clear,39.6,N/A,N/A,Low,3,None
New Delhi Rajdhani Express (12302),2014-04-18,Kanpur Central,21:00,21:01,21:05,21:06,439,108.0,Clear,39.6,N/A,N/A,None,1,None
New Delhi Rajdhani Express (12302),2014-04-18,Pt Deen Dayal Upadhyaya Jn,23:35,23:38,23:45,23:48,347,130,Clear,39.6,N/A,N/A,Low,1,None
New Delhi Rajdhani Express (12302),2014-04-18,Gaya Jn,01:15,01:17,01:20,01:22,203,130,Clear,39.6,N/A,N/A,None,2,None
New Delhi Rajdhani Express (12302),2014-04-18,Dhanbad Jn,03:00,03:01,03:05,03:06,199,120.6,Clear,39.6,N/A,N/A,None,5,None
New Delhi Rajdhani Express (12302),2014-04-18,Howrah Jn,09:55,09:57,None,None,259,37.8,Clear,39.6,N/A,N/A,None,5,None
New Delhi Rajdhani Express (12302),2014-04-19,New Delhi,None,None,16:55,16:57,N/A,N/A,Heatwave,48.0,N/A,N/A,None,3,None
New Delhi Rajdhani Express (12302),2014-04-19,Kanpur Central,21:00,21:03,21:05,21:08,439,107.1,Heatwave,48.0,N/A,N/A,Low,5,None
New Delhi Rajdhani Express (12302),2014-04-19,Pt Deen Dayal Upadhyaya Jn,23:35,23:35,23:45,23:45,347,130,Heatwave,48.0,N/A,N/A,None,4,None
New Delhi Rajdhani Express (12302),2014-04-19,Gaya Jn,01:15,01:15,01:20,01:20,203,130,Heatwave,48.0,N/A,N/A,None,4,None
New Delhi Rajdhani Express (12302),2014-04-19,Dhanbad Jn,03:00,03:01,03:05,03:06,199,118.2,Heatwave,48.0,N/A,N/A,None,5,None
New Delhi Rajdhani Express (12302),2014-04-19,Howrah Jn,09:55,09:55,None,None,259,38.0,Heatwave,48.0,N/A,N/A,None,2,None
New Delhi Rajdhani Express (12302),2014-04-20,New Delhi,None,None,16:55,16:58,N/A,N/A,Clear,40.1,N/A,N/A,None,5,None
New Delhi Rajdhani Express (12302),2014-04-20,Kanpur Central,21:00,21:02,21:05,21:07,439,108.0,Clear,40.1,N/A,N/A,None,4,None
New Delhi Rajdhani Express (12302),2014-04-20,Pt Deen Dayal Upadhyaya Jn,23:35,23:36,23:45,23:46,347,130,Clear,40.1,N/A,N/A,None,1,None
New Delhi Rajdhani Express (12302),2014-04-20,Gaya Jn,01:15,01:15,01:20,01:20,203,130,Clear,40.1,N/A,N/A,None,1,None
New Delhi Rajdhani Express (12302),2014-04-20,Dhanbad Jn,03:00,03:02,03:05,03:07,199,117.1,Clear,40.1,N/A,N/A,None,2,None
New Delhi Rajdhani Express (12302),2014-04-20,Howrah Jn,09:55,09:56,None,None,259,38.0,Clear,40.1,N/A,N/A,None,4,None
New Delhi Rajdhani Express (12302),2014-04-21,New Delhi,None,None,16:55,16:56,N/A,N/A,Heatwave,46.1,N/A,N/A,None,2,None
New Delhi Rajdhani Express (12302),2014-04-21,Kanpur Central,21:00,21:03,21:05,21:08,439,106.6,Heatwave,46.1,N/A,N/A,Low,3,None
New Delhi Rajdhani Express (12302),2014-04-21,Pt Deen Dayal Upadhyaya Jn,23:35,23:36,23:45,23:46,347,130,Heatwave,46.1,N/A,N/A,None,5,None
New Delhi Rajdhani Express (12302),2014-04-21,Gaya Jn,01:15,01:18,01:20,01:23,203,130,Heatwave,46.1,N/A,N/A,None,2,None
New Delhi Rajdhani Express (12302),2014-04-21,Dhanbad Jn,03:00,03:03,03:05,03:08,199,119.4,Heatwave,46.1,N/A,N/A,None,1,None
New Delhi Rajdhani Express (12302),2014-04-21,Howrah Jn,09:55,09:55,None,None,259,38.2,Heatwave,46.1,N/A,N/A,None,2,None
New Delhi Rajdhani Express (12302),2014-04-22,New Delhi,None,None,16:55,16:56,N/A,N/A,Cloudy,29.5,N/A,N/A,None,4,None
New Delhi Rajdhani Express (12302),2014-04-22,Kanpur Central,21:00,21:00,21:05,21:05,439,108.0,Cloudy,29.5,N/A,N/A,None,3,None
New Delhi Rajdhani Express (12302),2014-04-22,Pt Deen Dayal Upadhyaya Jn,23:35,23:36,23:45,23:46,347,130,Cloudy,29.5,N/A,N/A,None,2,None
New Delhi Rajdhani Express (12302),2014-04-22,Gaya Jn,01:15,01:16,01:20,01:21,203,130,Cloudy,29.5,N/A,N/A,None,1,None
New Delhi Rajdhani Express (12302),2014-04-22,Dhanbad Jn,03:00,03:02,03:05,03:07,199,118.2,Cloudy,29.5,N/A,N/A,None,3,None
New Delhi Rajdhani Express (12302),2014-04-22,Howrah Jn,09:55,09:56,None,None,259,38.0,Cloudy,29.5,N/A,N/A,None,3,None
New Delhi Rajdhani Express (12302),2014-04-23,New Delhi,None,None,16:55,16:58,N/A,N/A,Clear,32.1,N/A,N/A,None,5,None
New Delhi Rajdhani Express (12302),2014-04-23,Kanpur Central,21:00,21:01,21:05,21:06,439,108.4,Clear,32.1,N/A,N/A,None,1,None
New Delhi Rajdhani Express (12302),2014-04-23,Pt Deen Dayal Upadhyaya Jn,23:35,23:39,23:45,23:49,347,130,Clear,32.1,N/A,N/A,None,3,None
New Delhi Rajdhani Express (12302),2014-04-23,Gaya Jn,01:15,01:16,01:20,01:21,203,130,Clear,32.1,N/A,N/A,None,2,None
New Delhi Rajdhani Express (12302),2014-04-23,Dhanbad Jn,03:00,03:00,03:05,03:05,199,120.6,Clear,32.1,N/A,N/A,None,1,None
New Delhi Rajdhani Express (12302),2014-04-23,Howrah Jn,09:55,09:57,None,None,259,37.7,Clear,32.1,N/A,N/A,None,5,None
New Delhi Rajdhani Express (12302),2014-04-24,New Delhi,None,None,16:55,16:55,N/A,N/A,Heatwave,43.6,N/A,N/A,None,2,None
New Delhi Rajdhani Express (12302),2014-04-24,Kanpur Central,21:00,21:20,21:05,21:25,439,99.4,Heatwave,43.6,N/A,N/A,Medium,5,Speed restriction due to extreme heat (43.6°C) - rail buckling risk
New Delhi Rajdhani Express (12302),2014-04-24,Pt Deen Dayal Upadhyaya Jn,23:35,23:53,23:45,00:03,347,130,Heatwave,43.6,N/A,N/A,Medium,5,Speed restriction due to extreme heat (43.6°C) - rail buckling risk
New Delhi Rajdhani Express (12302),2014-04-24,Gaya Jn,01:15,01:33,01:20,01:38,203,130,Heatwave,43.6,N/A,N/A,Medium,1,Speed restriction due to extreme heat (43.6°C) - rail buckling risk
New Delhi Rajdhani Express (12302),2014-04-24,Dhanbad Jn,03:00,03:20,03:05,03:25,199,117.1,Heatwave,43.6,N/A,N/A,Medium,4,Speed restriction due to extreme heat (43.6°C) - rail buckling risk
New Delhi Rajdhani Express (12302),2014-04-24,Howrah Jn,09:55,10:12,None,None,259,38.2,Heatwave,43.6,N/A,N/A,Medium,1,Speed restriction due to extreme heat (43.6°C) - rail buckling risk
New Delhi Rajdhani Express (12302),2014-04-25,New Delhi,None,None,16:55,16:56,N/A,N/A,Clear,36.5,N/A,N/A,None,1,None
New Delhi Rajdhani Express (12302),2014-04-25,Kanpur Central,21:00,21:00,21:05,21:05,439,108.0,Clear,36.5,N/A,N/A,None,1,None
New Delhi Rajdhani Express (12302),2014-04-25,Pt Deen Dayal Upadhyaya Jn,23:35,23:36,23:45,23:46,347,130,Clear,36.5,N/A,N/A,None,1,None
New Delhi Rajdhani Express (12302),2014-04-25,Gaya Jn,01:15,01:18,01:20,01:23,203,130,Clear,36.5,N/A,N/A,None,4,None
New Delhi Rajdhani Express (12302),2014-04-25,Dhanbad Jn,03:00,03:02,03:05,03:07,199,120.6,Clear,36.5,N/A,N/A,Low,1,None
New Delhi Rajdhani Express (12302),2014-04-25,Howrah Jn,09:55,09:58,None,None,259,37.8,Clear,36.5,N/A,N/A,None,1,None
New Delhi Rajdhani Express (12302),2014-04-26,New Delhi,None,None,16:55,16:55,N/A,N/A,Heatwave,46.3,N/A,N/A,None,5,None
New Delhi Rajdhani Express (12302),2014-04-26,Kanpur Central,21:00,21:01,21:05,21:06,439,107.1,Heatwave,46.3,N/A,N/A,None,5,None
New Delhi Rajdhani Express (12302),2014-04-26,Pt Deen Dayal Upadhyaya Jn,23:35,23:39,23:45,23:49,347,130,Heatwave,46.3,N/A,N/A,None,2,None
New Delhi Rajdhani Express (12302),2014-04-26,Gaya Jn,01:15,01:16,01:20,01:21,203,130,Heatwave,46.3,N/A,N/A,None,3,None
New Delhi Rajdhani Express (12302),2014-04-26,Dhanbad Jn,03:00,03:01,03:05,03:06,199,119.4,Heatwave,46.3,N/A,N/A,None,4,None
New Delhi Rajdhani Express (12302),2014-04-26,Howrah Jn,09:55,09:56,None,None,259,37.9,Heatwave,46.3,N/A,N/A,None,2,None
New Delhi Rajdhani Express (12302),2014-04-27,New Delhi,None,None,16:55,16:58,N/A,N/A,Heatwave,42.3,N/A,N/A,None,5,None
New Delhi Rajdhani Express (12302),2014-04-27,Kanpur Central,21:00,21:01,21:05,21:06,439,108.4,Heatwave,42.3,N/A,N/A,None,1,None
New Delhi Rajdhani Express (12302),2014-04-27,Pt Deen Dayal Upadhyaya Jn,23:35,23:36,23:45,23:46,347,130,Heatwave,42.3,N/A,N/A,None,4,None
New Delhi Rajdhani Express (12302),2014-04-27,Gaya Jn,01:15,01:16,01:20,01:21,203,130,Heatwave,42.3,N/A,N/A,None,4,None
New Delhi Rajdhani Express (12302),2014-04-27,Dhanbad Jn,03:00,03:02,03:05,03:07,199,118.2,Heatwave,42.3,N/A,N/A,None,4,None
New Delhi Rajdhani Express (12302),2014-04-27,Howrah Jn,09:55,09:55,None,None,259,38.1,Heatwave,42.3,N/A,N/A,None,1,None
New Delhi Rajdhani Express (12302),2014-04-28,New Delhi,None,None,16:55,17:30,N/A,N/A,High Wind,39.5,N/A,N/A,High,4,Speed restriction due to high wind conditions
New Delhi Rajdhani Express (12302),2014-04-28,Kanpur Central,21:00,21:29,21:05,21:34,439,110.2,High Wind,39.5,N/A,N/A,High,5,Speed restriction due to high wind conditions
New Delhi Rajdhani Express (12302),2014-04-28,Pt Deen Dayal Upadhyaya Jn,23:35,23:58,23:45,00:08,347,130,High Wind,39.5,N/A,N/A,High,4,Speed restriction due to high wind conditions
New Delhi Rajdhani Express (12302),2014-04-28,Gaya Jn,01:15,01:31,01:20,01:36,203,130,High Wind,39.5,N/A,N/A,High,5,Speed restriction due to high wind conditions
New Delhi Rajdhani Express (12302),2014-04-28,Dhanbad Jn,03:00,03:10,03:05,03:15,199,127.0,High Wind,39.5,N/A,N/A,High,3,Speed restriction due to high wind conditions
New Delhi Rajdhani Express (12302),2014-04-28,Howrah Jn,09:55,10:05,None,None,259,37.9,High Wind,39.5,N/A,N/A,High,4,Speed restriction due to high wind conditions
New Delhi Rajdhani Express (12302),2014-04-29,New Delhi,None,None,16:55,17:10,N/A,N/A,Heatwave,47.7,N/A,N/A,Medium,5,Speed restriction due to extreme heat (47.7°C) - rail buckling risk
New Delhi Rajdhani Express (12302),2014-04-29,Kanpur Central,21:00,21:13,21:05,21:18,439,108.4,Heatwave,47.7,N/A,N/A,Medium,1,Speed restriction due to extreme heat (47.7°C) - rail buckling risk
New Delhi Rajdhani Express (12302),2014-04-29,Pt Deen Dayal Upadhyaya Jn,23:35,23:48,23:45,23:58,347,130,Heatwave,47.7,N/A,N/A,Medium,5,Speed restriction due to extreme heat (47.7°C) - rail buckling risk
New Delhi Rajdhani Express (12302),2014-04-29,Gaya Jn,01:15,01:29,01:20,01:34,203,130,Heatwave,47.7,N/A,N/A,Medium,3,Speed restriction due to extreme heat (47.7°C) - rail buckling risk
New Delhi Rajdhani Express (12302),2014-04-29,Dhanbad Jn,03:00,03:12,03:05,03:17,199,121.8,Heatwave,47.7,N/A,N/A,Medium,2,Speed restriction due to extreme heat (47.7°C) - rail buckling risk
New Delhi Rajdhani Express (12302),2014-04-29,Howrah Jn,09:55,10:07,None,None,259,37.9,Heatwave,47.7,N/A,N/A,Medium,2,Speed restriction due to extreme heat (47.7°C) - rail buckling risk
New Delhi Rajdhani Express (12302),2014-04-30,New Delhi,None,None,16:55,16:56,N/A,N/A,High Wind,32.4,N/A,N/A,None,4,None
New Delhi Rajdhani Express (12302),2014-04-30,Kanpur Central,21:00,21:00,21:05,21:05,439,108.0,High Wind,32.4,N/A,N/A,None,3,None
New Delhi Rajdhani Express (12302),2014-04-30,Pt Deen Dayal Upadhyaya Jn,23:35,23:35,23:45,23:45,347,130,High Wind,32.4,N/A,N/A,None,2,None
New Delhi Rajdhani Express (12302),2014-04-30,Gaya Jn,01:15,01:15,01:20,01:20,203,130,High Wind,32.4,N/A,N/A,None,4,None
New Delhi Rajdhani Express (12302),2014-04-30,Dhanbad Jn,03:00,03:01,03:05,03:06,199,118.2,High Wind,32.4,N/A,N/A,None,1,None
New Delhi Rajdhani Express (12302),2014-04-30,Howrah Jn,09:55,09:57,None,None,259,37.8,High Wind,32.4,N/A,N/A,None,1,None
New Delhi Rajdhani Express (12302),2014-05-01,New Delhi,None,None,16:55,16:58,N/A,N/A,Clear,37.3,N/A,N/A,None,5,None
New Delhi Rajdhani Express (12302),2014-05-01,Kanpur Central,21:00,21:01,21:05,21:06,439,108.4,Clear,37.3,N/A,N/A,None,3,None
New Delhi Rajdhani Express (12302),2014-05-01,Pt Deen Dayal Upadhyaya Jn,23:35,23:37,23:45,23:47,347,130,Clear,37.3,N/A,N/A,Low,4,None
New Delhi Rajdhani Express (12302),2014-05-01,Gaya Jn,01:15,01:17,01:20,01:22,203,130,Clear,37.3,N/A,N/A,None,3,None
New Delhi Rajdhani Express (12302),2014-05-01,Dhanbad Jn,03:00,03:00,03:05,03:05,199,121.8,Clear,37.3,N/A,N/A,None,4,None
New Delhi Rajdhani Express (12302),2014-05-01,Howrah Jn,09:55,09:57,None,None,259,37.7,Clear,37.3,N/A,N/A,None,2,None
New Delhi Rajdhani Express (12302),2014-05-02,New Delhi,None,None,16:55,16:57,N/A,N/A,Clear,36.1,N/A,N/A,None,3,None
New Delhi Rajdhani Express (12302),2014-05-02,Kanpur Central,21:00,21:02,21:05,21:07,439,107.5,Clear,36.1,N/A,N/A,Low,2,None
New Delhi Rajdhani Express (12302),2014-05-02,Pt Deen Dayal Upadhyaya Jn,23:35,23:36,23:45,23:46,347,130,Clear,36.1,N/A,N/A,None,1,None
New Delhi Rajdhani Express (12302),2014-05-02,Gaya Jn,01:15,01:16,01:20,01:21,203,130,Clear,36.1,N/A,N/A,None,5,None
New Delhi Rajdhani Express (12302),2014-05-02,Dhanbad Jn,03:00,03:01,03:05,03:06,199,119.4,Clear,36.1,N/A,N/A,None,1,None
New Delhi Rajdhani Express (12302),2014-05-02,Howrah Jn,09:55,09:56,None,None,259,37.9,Clear,36.1,N/A,N/A,Low,2,None
New Delhi Rajdhani Express (12302),2014-05-03,New Delhi,None,None,16:55,16:57,N/A,N/A,Clear,33.4,N/A,N/A,None,3,None
New Delhi Rajdhani Express (12302),2014-05-03,Kanpur Central,21:00,21:00,21:05,21:05,439,108.4,Clear,33.4,N/A,N/A,None,3,None
New Delhi Rajdhani Express (12302),2014-05-03,Pt Deen Dayal Upadhyaya Jn,23:35,23:37,23:45,23:47,347,130,Clear,33.4,N/A,N/A,None,1,None
New Delhi Rajdhani Express (12302),2014-05-03,Gaya Jn,01:15,01:16,01:20,01:21,203,130,Clear,33.4,N/A,N/A,None,4,None
New Delhi Rajdhani Express (12302),2014-05-03,Dhanbad Jn,03:00,03:01,03:05,03:06,199,119.4,Clear,33.4,N/A,N/A,None,2,None
New Delhi Rajdhani Express (12302),2014-05-03,Howrah Jn,09:55,09:57,None,None,259,37.8,Clear,33.4,N/A,N/A,Low,4,None
New Delhi Rajdhani Express (12302),2014-05-04,New Delhi,None,None,16:55,16:56,N/A,N/A,Clear,38.4,N/A,N/A,None,4,None
New Delhi Rajdhani Express (12302),2014-05-04,Kanpur Central,21:00,21:01,21:05,21:06,439,107.5,Clear,38.4,N/A,N/A,None,5,None
New Delhi Rajdhani Express (12302),2014-05-04,Pt Deen Dayal Upadhyaya Jn,23:35,23:35,23:45,23:45,347,130,Clear,38.4,N/A,N/A,None,4,None
New Delhi Rajdhani Express (12302),2014-05-04,Gaya Jn,01:15,01:15,01:20,01:20,203,130,Clear,38.4,N/A,N/A,None,4,None
New Delhi Rajdhani Express (12302),2014-05-04,Dhanbad Jn,03:00,03:00,03:05,03:05,199,119.4,Clear,38.4,N/A,N/A,None,5,None
New Delhi Rajdhani Express (12302),2014-05-04,Howrah Jn,09:55,09:55,None,None,259,37.9,Clear,38.4,N/A,N/A,None,4,None
New Delhi Rajdhani Express (12302),2014-05-05,New Delhi,None,None,16:55,16:57,N/A,N/A,Thunderstorm,35.9,25.8,N/A,None,3,None
New Delhi Rajdhani Express (12302),2014-05-05,Kanpur Central,21:00,21:00,21:05,21:05,439,108.4,Thunderstorm,35.9,25.8,N/A,None,2,None
New Delhi Rajdhani Express (12302),2014-05-05,Pt Deen Dayal Upadhyaya Jn,23:35,23:36,23:45,23:46,347,130,Thunderstorm,35.9,25.8,N/A,None,1,None
New Delhi Rajdhani Express (12302),2014-05-05,Gaya Jn,01:15,01:17,01:20,01:22,203,130,Thunderstorm,35.9,25.8,N/A,None,3,None
New Delhi Rajdhani Express (12302),2014-05-05,Dhanbad Jn,03:00,03:00,03:05,03:05,199,121.8,Thunderstorm,35.9,25.8,N/A,None,3,None
New Delhi Rajdhani Express (12302),2014-05-05,Howrah Jn,09:55,10:10,None,None,259,36.6,Thunderstorm,35.9,25.8,N/A,Low,4,Speed restriction due to thunderstorm (25.8 mm rainfall) - signal disruption risk
New Delhi Rajdhani Express (12302),2014-05-06,New Delhi,None,None,16:55,16:56,N/A,N/A,Cloudy,30.6,N/A,N/A,None,2,None
New Delhi Rajdhani Express (12302),2014-05-06,Kanpur Central,21:00,21:03,21:05,21:08,439,106.6,Cloudy,30.6,N/A,N/A,None,1,None
New Delhi Rajdhani Express (12302),2014-05-06,Pt Deen Dayal Upadhyaya Jn,23:35,23:36,23:45,23:46,347,130,Cloudy,30.6,N/A,N/A,Low,4,None
New Delhi Rajdhani Express (12302),2014-05-06,Gaya Jn,01:15,01:16,01:20,01:21,203,130,Cloudy,30.6,N/A,N/A,None,3,None
New Delhi Rajdhani Express (12302),2014-05-06,Dhanbad Jn,03:00,03:01,03:05,03:06,199,119.4,Cloudy,30.6,N/A,N/A,None,5,None
New Delhi Rajdhani Express (12302),2014-05-06,Howrah Jn,09:55,09:56,None,None,259,37.9,Cloudy,30.6,N/A,N/A,None,4,None
New Delhi Rajdhani Express (12302),2014-05-07,New Delhi,None,None,16:55,16:55,N/A,N/A,Thunderstorm,39.1,29.8,N/A,None,5,None
New Delhi Rajdhani Express (12302),2014-05-07,Kanpur Central,21:00,21:01,21:05,21:06,439,107.1,Thunderstorm,39.1,29.8,N/A,None,5,None
New Delhi Rajdhani Express (12302),2014-05-07,Pt Deen Dayal Upadhyaya Jn,23:35,23:37,23:45,23:47,347,130,Thunderstorm,39.1,29.8,N/A,None,4,None
New Delhi Rajdhani Express (12302),2014-05-07,Gaya Jn,01:15,01:16,01:20,01:21,203,130,Thunderstorm,39.1,29.8,N/A,None,4,None
New Delhi Rajdhani Express (12302),2014-05-07,Dhanbad Jn,03:00,03:14,03:05,03:19,199,105.7,Thunderstorm,39.1,29.8,N/A,Low,3,Speed restriction due to thunderstorm (29.8 mm rainfall) - signal disruption risk
New Delhi Rajdhani Express (12302),2014-05-07,Howrah Jn,09:55,10:11,None,None,259,37.7,Thunderstorm,39.1,29.8,N/A,Low,1,Speed restriction due to thunderstorm (29.8 mm rainfall) - signal disruption risk
New Delhi Rajdhani Express (12302),2014-05-08,New Delhi,None,None,16:55,16:56,N/A,N/A,Heatwave,47.4,N/A,N/A,None,5,None
New Delhi Rajdhani Express (12302),2014-05-08,Kanpur Central,21:00,21:02,21:05,21:07,439,107.1,Heatwave,47.4,N/A,N/A,None,1,None
New Delhi Rajdhani Express (12302),2014-05-08,Pt Deen Dayal Upadhyaya Jn,23:35,23:37,23:45,23:47,347,130,Heatwave,47.4,N/A,N/A,None,5,None
New Delhi Rajdhani Express (12302),2014-05-08,Gaya Jn,01:15,01:16,01:20,01:21,203,130,Heatwave,47.4,N/A,N/A,None,2,None
New Delhi Rajdhani Express (12302),2014-05-08,Dhanbad Jn,03:00,03:01,03:05,03:06,199,119.4,Heatwave,47.4,N/A,N/A,None,2,None
New Delhi Rajdhani Express (12302),2014-05-08,Howrah Jn,09:55,09:56,None,None,259,37.9,Heatwave,47.4,N/A,N/A,None,5,None
New Delhi Rajdhani Express (12302),2014-05-09,New Delhi,None,None,16:55,16:55,N/A,N/A,Heatwave,45.0,N/A,N/A,None,2,None
New Delhi Rajdhani Express (12302),2014-05-09,Kanpur Central,21:00,21:02,21:05,21:07,439,106.6,Heatwave,45.0,N/A,N/A,None,5,None
New Delhi Rajdhani Express (12302),2014-05-09,Pt Deen Dayal Upadhyaya Jn,23:35,23:36,23:45,23:46,347,130,Heatwave,45.0,N/A,N/A,Low,1,None
New Delhi Rajdhani Express (12302),2014-05-09,Gaya Jn,01:15,01:17,01:20,01:22,203,130,Heatwave,45.0,N/A,N/A,None,4,None
New Delhi Rajdhani Express (12302),2014-05-09,Dhanbad Jn,03:00,03:00,03:05,03:05,199,121.8,Heatwave,45.0,N/A,N/A,None,4,None
New Delhi Rajdhani Express (12302),2014-05-09,Howrah Jn,09:55,09:56,None,None,259,37.8,Heatwave,45.0,N/A,N/A,None,3,None
New Delhi Rajdhani Express (12302),2014-05-10,New Delhi,None,None,16:55,16:56,N/A,N/A,High Wind,37.8,N/A,N/A,None,4,None
New Delhi Rajdhani Express (12302),2014-05-10,Kanpur Central,21:00,21:00,21:05,21:05,439,108.0,High Wind,37.8,N/A,N/A,None,1,None
New Delhi Rajdhani Express (12302),2014-05-10,Pt Deen Dayal Upadhyaya Jn,23:35,23:52,23:45,00:02,347,124.7,High Wind,37.8,N/A,N/A,Medium,4,Speed restriction due to high wind conditions
New Delhi Rajdhani Express (12302),2014-05-10,Gaya Jn,01:15,01:31,01:20,01:36,203,130,High Wind,37.8,N/A,N/A,Medium,1,Speed restriction due to high wind conditions
New Delhi Rajdhani Express (12302),2014-05-10,Dhanbad Jn,03:00,03:14,03:05,03:19,199,121.8,High Wind,37.8,N/A,N/A,Medium,3,Speed restriction due to high wind conditions
New Delhi Rajdhani Express (12302),2014-05-10,Howrah Jn,09:55,10:10,None,None,259,37.8,High Wind,37.8,N/A,N/A,Medium,4,Speed restriction due to high wind conditions
New Delhi Rajdhani Express (12302),2014-05-11,New Delhi,None,None,16:55,16:56,N/A,N/A,Clear,36.8,N/A,N/A,None,3,None
New Delhi Rajdhani Express (12302),2014-05-11,Kanpur Central,21:00,21:01,21:05,21:06,439,107.5,Clear,36.8,N/A,N/A,Low,2,None
New Delhi Rajdhani Express (12302),2014-05-11,Pt Deen Dayal Upadhyaya Jn,23:35,23:35,23:45,23:45,347,130,Clear,36.8,N/A,N/A,None,4,None
New Delhi Rajdhani Express (12302),2014-05-11,Gaya Jn,01:15,01:18,01:20,01:23,203,130,Clear,36.8,N/A,N/A,None,4,None
New Delhi Rajdhani Express (12302),2014-05-11,Dhanbad Jn,03:00,03:01,03:05,03:06,199,121.8,Clear,36.8,N/A,N/A,None,5,None
